,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tripmeter,Seating_Capacity,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Unnamed: 112,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System
16,112,Hyundai,Xcent Prime,Cng T + (Cng +,556130,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43 litres,CNG + Petrol,1520 mm,3995 mm,1660 mm,Sedan,4.0,,,,25 km/kg,1100 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,Electric Power,Only Front Windows,,,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,2,5.0,Manual,2425 mm,165/65R14,,Yes,Not on offer,,,,,Internal,407 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1530 kg,,Yes,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,,
17,118,Maruti Suzuki,Dzire Tour,Ldi,653523,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Diesel,1555 mm,3995 mm,1695 mm,Sedan,4.0,14.6 km/litre,19.8 km/litre,28.4 km/litre,,1045 kg,,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,Electric Power,Only Front Windows,,Remote,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,Yes,5.0,Manual,2430 mm,165/80R14,,Yes,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,With Remote,320 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,With Remote,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,Front Row,1505 kg,,Yes,,Yes,,,17.6:1,Rake,,,,Yes,,,,,,,Yes,,,
18,121,Hyundai,Elite I20,Era 1.2,559693,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1505 mm,3995 mm,1710 mm,Hatchback,5.0,13.3 km/litre,18.6 km/litre,18.6 km/litre,,1066 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,Electric Power,Only Front Windows,,,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Yes,5.0,Manual,2525 mm,185/70R14,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,285 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,,Front Row,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.5:1,,,Air Conditioner : Standard,,,,,,,,,,,,
19,133,Hyundai,Aura,E 1.2 Petrol,579900,1197 cc,,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1520 mm,3995 mm,1680 mm,Sedan,5.0,,,20.5 km/litre,,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,Electric Power,Only Front Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,,Yes,5.0,Manual,2450 mm,165/70 R14,,Yes,Not on offer,,,,,Manual,,,,Yes,,Front,Yes,,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,Yes,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,Yes,2.0,,,,,Rear sensors,,,,,,,,,,,
20,145,Volkswagen,Polo,Trendline 1.0L (P),582000,999 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1469 mm,3971 mm,1682 mm,Hatchback,5.0,14 km/litre,16 km/litre,18.78 km/litre,,1033 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,Electric Power,Only Front Windows,,,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Yes,5.0,Manual,2469 mm,175/70R14,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,280 litres,,Yes,Yes,Digital,Front,,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,All Rows,1520 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,,Yes,,2.0,,"Rake, Reach",,,,Yes,,,,,,,,,Manual Adjustment,
21,153,Maruti Suzuki,Dzire,Lxi,582613,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Petrol,1515 mm,3995 mm,1735 mm,Sedan,4.0,16.3 km/litre,,22 km/litre,,860 kg,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,Electric Power,,,,84.3PS@6000rpm,115Nm@4000rpm,Digital,Analog,Yes,5.0,Manual,2450 mm,165/80R14,,Yes,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,Internal,378 litres,,,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,Front Row,1315 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,11.0:1,Rake,,,,Yes,,,,,,,Yes,Yes,,
22,167,Ford,Freestyle,1.5L Tdci Ambiente,676400,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1570 mm,3954 mm,1737 mm,Crossover,5.0,,,24.4 km/litre,,1062 kg,5,190 mm,Ventilated Disc,Drum,Independent McPherson,Semi-Independent; Twist beam with dual path strut,Electric Power,Only Front Windows,,Yes,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Yes,5.0,Manual,2490 mm,185/60R15,,Yes,Not on offer,,,"2 Years / 100,000 Kms (whichever comes first)",,Internal,257 litres,,,Yes,Digital,Front,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,16:01,Rake,,,Rear sensors,Yes,,,,,,,,,,
23,175,Volkswagen,Ameo,Trendline 1.5L Tdi,711500,1498 cc,,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Diesel,1483 mm,3995 mm,1682 mm,Sedan,4.0,15.3 km/litre,21.66 km/litre,21.66 km/litre,,1044 kg,,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,Electric Power,Only Front Windows,,,110PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,,5.0,Manual,2470 mm,R15,,Yes,Not on offer,Yes,Yes,,,Manual,330 litres,,Yes,Yes,Digital,Yes,,Front,,,Yes,Push to Open,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1500 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,16.5:1,"Rake, Reach",,,Rear sensors,,Yes,,,,,,Yes,,,Yes
24,183,Ford,Aspire,1.2 Ti-Vct Ambiente,598500,1194 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4.0,,,20.4 km/litre,,1016-1043 kg,5,,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,Electric Power,Only Front Windows,,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Yes,5.0,Manual,2490 mm,175/65R14,,Yes,Not on offer,,,"2 Years / 100,000 Kms (whichever comes first)",,"With Remote, Internal",,,Yes,Yes,Digital,Front,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,,,,,,,,,,,,
25,196,Toyota,Platinum Etios,G,627100,1496 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4.0,"13,6 km/litre",16.3 km/litre,16.78 km/litre,,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Yes,5.0,Manual,2550 mm,175/70R15,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,592 litres,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1285 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,16.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,
26,206,Toyota,Etios Cross,V,802000,1496 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5.0,15 km/litre,16 km/litre,16.78 km/litre,,950 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Yes,5.0,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,
27,212,Mahindra,Verito Vibe,D2,657628,1461 cc,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,5.0,18 km/litre,20.08 km/litre,20.08 km/litre,,1155 kg,5,172 mm,Solid Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring - See more at: http://mahindraverito.com/verito-specs.aspx#sthash.hu39n454.dpuf,Yes,,,,65PS@4000rpm,160Nm@2000rpm,Digital,Analog,,5.0,Manual,2630 mm,185/70R14,,,Not on offer,,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Manual,330 litres,,,Yes,Digital,Not on offer,,Front,Yes,3rd Year / up to 75000km from the date of delivery (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.25 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,All Rows,1655 kg,,,,Yes,,,,,,,,,,,,,,,Yes,,,
28,215,Fiat,Urban Cross,1.3 Multijet Active,677618,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,5.0,20 km/litre,,20 km/litre,,1210 kg,,205 mm,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",Hydraulic Power,Only Front Windows,,,93PS@4000RPM,209Nm@2000rpm,Digital,Analog,Yes,5.0,Manual,2510 mm,R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Not on offer,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,,,,Rake,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,,Yes
29,219,Toyota,Glanza,G Hybrid,721900,1197 cc,4.0,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37 litres,Petrol,1540 mm,3995 mm,1745 mm,Hatchback,5.0,,,23.87 km/litre,,910 kg,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,Electric Power,All Windows,Yes,Smart Key,89PS@6000 rpm,113Nm@4400 rpm,Digital,"Analog, Digital",2,5.0,Manual,2520 mm,195 / 55 R16,Yes,1,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,339 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,,Yes,,Yes,,Normal,Yes,Yes,,,Yes,Yes,,Yes,Yes,All Rows,1360 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,
30,224,Fiat,Avventura,Multijet Dynamic,796132,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1542 mm,3989 mm,1706 mm,Crossover,5.0,11.2 km/litre,20.5 km/litre,20.5 km/litre,,1245 kg,5,205 mm,Ventilated Disc,Drum,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",Hydraulic Power,All Windows,,,93PS@4000RPM,209Nm@2000rpm,Digital,Analog,Yes,5.0,Manual,2510 mm,205/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,280 litres,Yes,Yes,Yes,,Not on offer,Yes,,,2 Years /150000 Kms (Whichever comes earlier),Yes,Manual,Analog,Manual,Analog + Digital,,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,,,,Yes,Yes,,,,,Rake,,,,,Yes,,,,,,Yes,,,
31,227,Honda,Jazz,V Petrol,745000,1199 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Petrol,1544 mm,3955 mm,1694 mm,Hatchback,5.0,11.3 km/litre,,18.2 km/litre,,1042 kg,5,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",Electric Power,All Windows,,Yes,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,2,5.0,Manual,2530 mm,175/65R15,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,354 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Yes,Yes,Yes,,Manual Adjustment,
32,235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,2680000,1956 cc,4.0,4.0,AWD (All Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60 litres,Diesel,1657 mm,4398 mm,1818 mm,SUV,5.0,,,16.3 km/litre,,1654 kg,9,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",Hydraulic Power,All Windows,,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,2,5.0,Automatic,2636 mm,225 / 60 R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",438 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,Sport,Yes,,,,,Yes,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes
33,237,Isuzu,Mu-X,4X2,2734834,2999 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,76 litres,Diesel,1840 mm,4825 mm,1860 mm,SUV,5.0,13.8 km/litre,13.8 km/litre,13.8 km/litre,,,5,220 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Rigid suspension with gas-sealed, twin-tube shock absorber",Electric Power,All Windows,Yes,Remote,177PS@3600rpm,380Nm@1800-2800rpm,Analog,Analog,Yes,7.0,Automatic,2845 mm,245/70R17,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Manual",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Heater, Fully automatic climate control",,Yes,,,,,,Yes,,,,Yes,,,Yes,,All Rows,,"Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,
34,239,Mahindra,Alturas G4,2Wd At,2770150,2157 cc,4.0,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1845 mm,4850 mm,1960 mm,,,,,12.35 km/litre,,,7,,Ventilated Disc,Ventilated Disc,Double Wishbone with Coil spring,5 Link Rear Suspension with Coil Spring,Electric Power,Only Front Windows,Yes,"Remote, Smart Key",178bhp@400rpm,420Nm@1600-2600rpm,Digital,Digital,Yes,5.0,Automatic,2865 mm,255/60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Yes,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
35,241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,2814500,1968 cc,4.0,,AWD (All Wheel Drive),In-line,BS IV,,Injection,71 litres,Diesel,1672 mm,4486 mm,1839 mm,SUV,5.0,,,17.06 km/litre,,1720 kg,8,149 mm,Ventilated Disc,Solid Disc,McPherson Strut with Coil Spring Rear,Multi link,Electric Power,All Windows,"Yes, with memory",,141PS@4000rpm,340Nm@1750-2750rpm,Analog,Analog,Yes,5.0,Automatic,2677 mm,215/65R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,,Internal,615 litres,Yes,Yes,Yes,Digital,,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,,,,,Yes,,,Yes,,All Rows,2250 kg,"Drive side airbag, Driver frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Front passenger head airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Auto Climate Control Air Conditioning,Rear sensors,,Yes,,,,Touch Sensitive,Yes,Yes,Yes,,Yes
36,243,Honda,Cr-V,2Wd Petrol Cvt,2827001,1997 cc,4.0,,FWD (Front Wheel Drive),In-line,,"Front, Transverse",Injection,57 litres,Petrol,1679 mm,4592 mm,1855 mm,SUV,5.0,,,14.4 km/litre,,,7,198 mm,Ventilated Disc,Solid Disc,"McPherson Strut, Coil Spring","Multilink, Coil Spring",Electric Power,All Windows,Power seats,Smart Key,154PS@6500rpm,189NM@4300rpm,Digital,Digital,Yes,5.0,Automatic,2660 mm,,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,522 litres,,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Digital,Automatic,Digital,Yes,5.5 meter,Yes,,,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag, Curtain airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes
37,246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,2899599,1798 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66 litres,Petrol,1483 mm,4861 mm,1864 mm,Sedan,4.0,11.3 km/litre,13.7 km/litre,13.7 km/litre,,1540 kg,7,164 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,"multi-element axle, with one longitudinal and transverse links, with torsion stabiliser",Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,180PS@6200RPM,250NM@1250-5000rpm,Digital,Analog,Yes,5.0,Automatic,2841 mm,215/55 R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",625 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2030 kg,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8.0,11.1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes
38,248,Audi,A3,35 Tdi Premium Plus,3021200,1968 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1416 mm,4456 mm,1796 mm,Sedan,4.0,18 km/litre,18 km/litre,20.38 km/litre,,1340 kg,6,161 mm,Ventilated Disc,Ventilated Disc,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,Electric Power,All Windows,,Smart Key,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Yes,5.0,Automatic,2637 mm,205/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,425 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,"Front, Front & Rear",Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1890 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Yes,Yes,Yes,,9.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,
